Country,Year,Attack Type,Target Industry,Attack Source,Financial Loss (Millions),Number of Affected Users,Incident Resolution Time (Hours),Security Vulnerability Type,Defense Mechanism Used
Corée du Sud,2023,Malware,Éducation,Groupe de hackers,75.61,93753,103.1,Mauvaise configuration,Analyse forensique
États-Unis,2023,Zero-Day,Gouvernement,Nation-État,292.51,7681,300.6,Absence de chiffrement,Authentification multifacteur
Ukraine,2023,Zero-Day,Gouvernement,Groupe de hackers,517.09,2922886,316.2,Absence de chiffrement,Chiffrement
Espagne,2023,Malware,Finance,Nation-État,148.70,44362,148.6,Vulnérabilité zero-day,IDS/IPS
Brésil,2023,Ransomware,Télécommunications,Groupe de hackers,367.41,1073,556.9,Mots de passe faibles,Pare-feu
Israël,2023,Ransomware,Éducation,Cybercriminels,403.57,40748,698.4,API non sécurisée,Authentification multifacteur
Israël,2023,Phishing,Santé,Cybercriminels,102.59,769,31.0,API non sécurisée,Sauvegarde et restauration
Arabie Saoudite,2023,Phishing,Télécommunications,Groupe de hackers,9.78,1005779,41.2,Mots de passe faibles,Sauvegarde et restauration
Inde,2023,Phishing,Gouvernement,Cybercriminels,66.15,30484,114.2,Logiciels non patchés,Chiffrement
Japon,2023,DDoS,Gouvernement,Groupe de hackers,54.05,142665,144.9,Accès non autorisé,Pare-feu
Royaume-Uni,2023,Ransomware,Énergie,Cybercriminels,243.04,94,365.4,Ingénierie sociale,Chiffrement
Afrique du Sud,2023,Phishing,Gouvernement,Nation-État,108.69,527438,163.8,Vulnérabilité zero-day,Sauvegarde et restauration
Israël,2023,Ransomware,Commerce,Nation-État,349.40,347,424.6,Vulnérabilité zero-day,Authentification multifacteur
Iran,2023,Ransomware,Santé,Hacktivistes,132.15,95979,415.1,Mots de passe faibles,Chiffrement
États-Unis,2023,Ransomware,Finance,Cybercriminels,157.51,135,158.7,Absence de chiffrement,Sauvegarde et restauration
Ukraine,2023,Phishing,Énergie,Nation-État,107.63,10560,146.5,Logiciels non patchés,Analyse forensique
Brésil,2023,Phishing,Santé,Inconnu,33.66,3630756,149.7,Ingénierie sociale,Sauvegarde et restauration
Australie,2023,DDoS,Santé,Insider,20.43,79751,72.0,Logiciels non patchés,SIEM
Royaume-Uni,2023,DDoS,Commerce,Cybercriminels,38.36,9553,8.4,Accès non autorisé,Formation et sensibilisation
France,2023,Zero-Day,Commerce,Nation-État,427.17,5236523,386.1,Mauvaise configuration,Analyse forensique
Inde,2023,Phishing,Gouvernement,Groupe de hackers,53.80,16169,26.0,Logiciels non patchés,Formation et sensibilisation
Turquie,2023,Injection SQL,Gouvernement,Nation-État,78.20,14880278,126.3,Mauvaise configuration,IDS/IPS
Brésil,2023,Ransomware,Finance,Cybercriminels,75.75,222131,229.1,Mots de passe faibles,SIEM
Ukraine,2023,Spear Phishing,Éducation,Hacktivistes,7.27,1537,111.9,Mauvaise configuration,Analyse forensique
Chine,2023,Spear Phishing,Gouvernement,Cybercriminels,31.93,109,60.7,Logiciels non patchés,Formation et sensibilisation
Chine,2023,Ransomware,Finance,Insider,310.68,15539,224.5,Mauvaise configuration,IDS/IPS
Pays-Bas,2023,Phishing,Défense,Insider,108.22,130,154.2,Vulnérabilité zero-day,EDR
France,2023,Phishing,Commerce,Hacktivistes,100.29,1679174,141.5,Accès non autorisé,Sauvegarde et restauration
Chine,2023,Phishing,Santé,Cybercriminels,38.79,1921,114.5,Ingénierie sociale,Analyse forensique
Chine,2023,Phishing,Énergie,Hacktivistes,17.65,519,139.3,Vulnérabilité zero-day,Formation et sensibilisation
Japon,2023,Ransomware,Santé,Nation-État,191.86,2209,111.9,Absence de chiffrement,Authentification multifacteur
Inde,2023,Zero-Day,Technologie,Inconnu,804.23,1202300,176.1,API non sécurisée,Formation et sensibilisation
Brésil,2023,Ransomware,Défense,Nation-État,252.57,398018,581.8,Absence de chiffrement,Authentification multifacteur
Japon,2023,DDoS,Technologie,Cybercriminels,34.41,19274,136.3,Absence de chiffrement,Authentification multifacteur
Australie,2023,Ransomware,Énergie,Hacktivistes,259.85,1029,105.3,Accès non autorisé,Analyse forensique
Japon,2023,Phishing,Gouvernement,Insider,95.33,4049,118.3,Vulnérabilité zero-day,Chiffrement
Inde,2023,Man-in-the-Middle,Finance,Groupe de hackers,26.04,62511,77.7,Logiciels non patchés,Chiffrement
Brésil,2023,Spear Phishing,Finance,Hacktivistes,179.76,85960,76.2,Ingénierie sociale,Formation et sensibilisation
Malaisie,2023,Phishing,Commerce,Cybercriminels,38.87,5341,91.6,Ingénierie sociale,SIEM
Brésil,2023,Ransomware,Technologie,Hacktivistes,194.01,604,544.7,Logiciels non patchés,Sauvegarde et restauration
Espagne,2023,Phishing,Transport,Hacktivistes,60.00,78452,22.6,Mauvaise configuration,Analyse forensique
Royaume-Uni,2023,Ransomware,Santé,Cybercriminels,336.70,139313,65.8,Accès non autorisé,EDR
États-Unis,2023,Malware,Technologie,Nation-État,22.10,3391600,61.6,Mots de passe faibles,SIEM
États-Unis,2023,Phishing,Santé,Groupe de hackers,60.87,10597,164.4,Mauvaise configuration,Pare-feu
États-Unis,2023,Spear Phishing,Éducation,Cybercriminels,127.86,46501,18.6,Mauvaise configuration,EDR
Iran,2023,Phishing,Technologie,Cybercriminels,34.78,579,124.1,Mots de passe faibles,SIEM
Chine,2023,Spear Phishing,Santé,Insider,121.86,1570,29.1,API non sécurisée,Analyse forensique
États-Unis,2023,Spear Phishing,Technologie,Inconnu,178.66,926,32.0,Mots de passe faibles,SIEM
Brésil,2023,Ransomware,Éducation,Nation-État,224.80,1141,65.7,Absence de chiffrement,EDR
Suède,2023,Ransomware,Éducation,Nation-État,214.65,1501,388.3,Absence de chiffrement,Formation et sensibilisation
Japon,2023,Ransomware,Finance,Groupe de hackers,140.87,196,568.0,Vulnérabilité zero-day,Chiffrement
Japon,2023,Ransomware,Gouvernement,Cybercriminels,333.61,3783,434.8,Absence de chiffrement,IDS/IPS
Chine,2023,Ransomware,Télécommunications,Nation-État,212.41,377102,707.4,Ingénierie sociale,IDS/IPS
Russie,2023,Ransomware,Santé,Groupe de hackers,54.71,362980,275.3,API non sécurisée,EDR
Corée du Sud,2023,Ransomware,Finance,Groupe de hackers,135.47,256325,88.2,API non sécurisée,Chiffrement
Russie,2023,Ransomware,Transport,Cybercriminels,5.78,112205,266.6,Accès non autorisé,SIEM
Malaisie,2023,DDoS,Télécommunications,Hacktivistes,19.60,1838,72.8,Absence de chiffrement,Formation et sensibilisation
Russie,2023,Phishing,Technologie,Cybercriminels,37.70,1715188,21.0,Vulnérabilité zero-day,SIEM
Suède,2023,Spear Phishing,Énergie,Nation-État,103.50,513,96.7,Mots de passe faibles,Segmentation réseau
Russie,2023,Spear Phishing,Technologie,Cybercriminels,120.79,159,4.3,Ingénierie sociale,SIEM
Brésil,2023,Zero-Day,Finance,Inconnu,55.57,3869,196.9,Absence de chiffrement,Formation et sensibilisation
Inde,2023,Ransomware,Finance,Hacktivistes,249.51,80474,245.6,Mauvaise configuration,Analyse forensique
Chine,2023,Ransomware,Télécommunications,Cybercriminels,21.53,2906,138.8,Mauvaise configuration,Formation et sensibilisation
Corée du Sud,2023,Spear Phishing,Défense,Hacktivistes,167.63,288,121.6,API non sécurisée,Sauvegarde et restauration
Chine,2023,Spear Phishing,Technologie,Groupe de hackers,200.14,65,35.8,API non sécurisée,EDR
Colombie,2023,Zero-Day,Gouvernement,Nation-État,214.22,4776,73.4,Ingénierie sociale,Segmentation réseau
Canada,2023,Man-in-the-Middle,Technologie,Inconnu,49.54,206821,95.4,Ingénierie sociale,Sauvegarde et restauration
Suède,2023,DDoS,Télécommunications,Groupe de hackers,28.32,250276,42.5,API non sécurisée,EDR
Italie,2023,Zero-Day,Technologie,Cybercriminels,1057.15,4782,132.5,Mauvaise configuration,Segmentation réseau
Russie,2023,Ransomware,Gouvernement,Cybercriminels,23.05,4707,101.5,Logiciels non patchés,Pare-feu
Inde,2023,Phishing,Énergie,Hacktivistes,90.77,4022088,164.0,Ingénierie sociale,IDS/IPS
Royaume-Uni,2023,Phishing,Défense,Insider,71.52,1106,37.5,Logiciels non patchés,Pare-feu
États-Unis,2023,Phishing,Finance,Cybercriminels,94.74,46029,102.5,Logiciels non patchés,Segmentation réseau
Canada,2023,Injection SQL,Technologie,Cybercriminels,18.90,3125,63.1,Ingénierie sociale,Segmentation réseau
Inde,2023,Ransomware,Éducation,Insider,214.05,237,593.8,Vulnérabilité zero-day,Chiffrement
Russie,2023,Man-in-the-Middle,Santé,Insider,27.72,11403,57.8,Vulnérabilité zero-day,Segmentation réseau
Inde,2023,Spear Phishing,Gouvernement,Nation-État,53.75,4156,83.1,Accès non autorisé,Sauvegarde et restauration
Japon,2023,Malware,Finance,Nation-État,114.29,16246,32.7,Accès non autorisé,SIEM
Royaume-Uni,2023,Phishing,Gouvernement,Hacktivistes,2.33,53690,58.8,Logiciels non patchés,Segmentation réseau
Chine,2023,Zero-Day,Finance,Nation-État,114.81,464,477.1,Absence de chiffrement,Chiffrement
Allemagne,2023,Phishing,Finance,Cybercriminels,44.49,359,24.3,Mauvaise configuration,Chiffrement
Mexique,2023,Phishing,Commerce,Insider,18.11,6454,8.2,Logiciels non patchés,Sauvegarde et restauration
Chine,2023,Man-in-the-Middle,Défense,Groupe de hackers,0.92,141,32.6,Mauvaise configuration,EDR
Chine,2023,DDoS,Transport,Cybercriminels,38.25,18625,67.0,Vulnérabilité zero-day,Formation et sensibilisation
États-Unis,2023,Injection SQL,Commerce,Groupe de hackers,43.32,737010,145.4,API non sécurisée,EDR
Nigeria,2023,Zero-Day,Finance,Insider,50.68,11957,113.6,Mauvaise configuration,Analyse forensique
Canada,2023,Spear Phishing,Technologie,Nation-État,44.64,821,28.6,Logiciels non patchés,EDR
Inde,2023,Ransomware,Technologie,Nation-État,208.61,601,40.2,Logiciels non patchés,Analyse forensique
Russie,2023,Man-in-the-Middle,Gouvernement,Groupe de hackers,8.64,930,140.6,Vulnérabilité zero-day,Formation et sensibilisation
Royaume-Uni,2023,Malware,Gouvernement,Hacktivistes,97.09,5553,132.0,Logiciels non patchés,Pare-feu
Singapour,2023,Phishing,Technologie,Inconnu,81.85,169671,47.0,Ingénierie sociale,Segmentation réseau
Chine,2023,Zero-Day,Défense,Groupe de hackers,201.18,28741,300.4,Logiciels non patchés,EDR
France,2023,Malware,Gouvernement,Nation-État,57.65,155183,129.7,Mots de passe faibles,Sauvegarde et restauration
Royaume-Uni,2023,DDoS,Finance,Nation-État,35.94,13552,139.0,Mauvaise configuration,Formation et sensibilisation
Israël,2023,DDoS,Technologie,Cybercriminels,48.99,5555101,153.9,Accès non autorisé,Chiffrement
Japon,2023,Zero-Day,Santé,Cybercriminels,1068.80,1719858,439.5,Ingénierie sociale,Formation et sensibilisation
Suède,2023,DDoS,Finance,Nation-État,22.29,2681,156.4,Mots de passe faibles,IDS/IPS
Chine,2023,Phishing,Télécommunications,Hacktivistes,49.64,42501,82.7,Vulnérabilité zero-day,Segmentation réseau
Australie,2023,Ransomware,Finance,Hacktivistes,424.91,5590,74.1,Mots de passe faibles,Sauvegarde et restauration
Inde,2023,Zero-Day,Finance,Groupe de hackers,605.01,182,89.5,Accès non autorisé,Segmentation réseau
Israël,2023,Phishing,Technologie,Cybercriminels,74.57,348478,126.8,Logiciels non patchés,Pare-feu
Corée du Sud,2023,Ransomware,Finance,Inconnu,352.05,50028,510.3,Vulnérabilité zero-day,Formation et sensibilisation
Nigeria,2023,Ransomware,Technologie,Nation-État,266.92,198,499.7,API non sécurisée,SIEM
Allemagne,2023,Malware,Télécommunications,Cybercriminels,71.59,4117797,9.6,Vulnérabilité zero-day,IDS/IPS
Inde,2023,Zero-Day,Défense,Cybercriminels,961.06,9006297,252.2,Vulnérabilité zero-day,Sauvegarde et restauration
Pologne,2023,Ransomware,Gouvernement,Hacktivistes,376.37,746341,580.6,Vulnérabilité zero-day,SIEM
Arabie Saoudite,2023,Spear Phishing,Éducation,Nation-État,212.85,11,105.2,Vulnérabilité zero-day,Chiffrement
Royaume-Uni,2023,Zero-Day,Commerce,Nation-État,636.76,14550422,84.6,Vulnérabilité zero-day,Chiffrement
Pays-Bas,2023,Spear Phishing,Finance,Nation-État,136.63,20,96.0,Absence de chiffrement,Analyse forensique
Russie,2023,Spear Phishing,Gouvernement,Groupe de hackers,28.31,90059,129.1,Absence de chiffrement,Pare-feu
Japon,2023,Spear Phishing,Défense,Cybercriminels,18.37,16,31.8,Mauvaise configuration,SIEM
États-Unis,2023,Phishing,Commerce,Cybercriminels,61.88,111699,156.3,Absence de chiffrement,Formation et sensibilisation
Inde,2023,Spear Phishing,Santé,Nation-État,198.78,14678,19.0,Logiciels non patchés,Pare-feu
Mexique,2023,Ransomware,Commerce,Cybercriminels,390.38,773150,49.8,Mots de passe faibles,Sauvegarde et restauration
Canada,2023,Phishing,Transport,Hacktivistes,106.80,940648,121.9,Mots de passe faibles,IDS/IPS
Allemagne,2023,Ransomware,Gouvernement,Cybercriminels,22.85,36763,426.2,Accès non autorisé,EDR
Colombie,2023,Spear Phishing,Télécommunications,Cybercriminels,18.75,48,53.7,Accès non autorisé,EDR
États-Unis,2023,Ransomware,Éducation,Cybercriminels,204.90,328,526.5,Ingénierie sociale,EDR
Inde,2023,Ransomware,Finance,Cybercriminels,122.11,1308,537.4,Vulnérabilité zero-day,Sauvegarde et restauration
Inde,2023,Phishing,Éducation,Nation-État,77.86,63403,83.0,Logiciels non patchés,SIEM
États-Unis,2023,Zero-Day,Défense,Cybercriminels,492.57,133,244.3,Absence de chiffrement,Formation et sensibilisation
Russie,2023,DDoS,Gouvernement,Cybercriminels,14.41,3054,78.7,Ingénierie sociale,Segmentation réseau
Espagne,2023,Zero-Day,Finance,Insider,816.27,142321,59.6,API non sécurisée,EDR
Chine,2023,DDoS,Santé,Cybercriminels,33.39,2105876,63.4,Logiciels non patchés,IDS/IPS
Royaume-Uni,2023,Ransomware,Défense,Inconnu,301.14,385115,590.6,Logiciels non patchés,Sauvegarde et restauration
Canada,2023,Spear Phishing,Santé,Groupe de hackers,105.02,37,23.1,Logiciels non patchés,Formation et sensibilisation
Chine,2023,DDoS,Technologie,Groupe de hackers,1.43,4823588,16.9,Vulnérabilité zero-day,Segmentation réseau
Allemagne,2023,Zero-Day,Santé,Hacktivistes,906.86,1675,300.1,Absence de chiffrement,IDS/IPS
États-Unis,2023,Ransomware,Transport,Nation-État,156.87,339,182.8,Accès non autorisé,EDR
Italie,2023,Spear Phishing,Technologie,Cybercriminels,92.96,38376,27.6,Mauvaise configuration,Sauvegarde et restauration
Russie,2023,Phishing,Transport,Insider,74.22,58112,156.3,Accès non autorisé,Authentification multifacteur
Afrique du Sud,2023,Spear Phishing,Technologie,Cybercriminels,113.49,1688,79.5,Ingénierie sociale,Sauvegarde et restauration
Pays-Bas,2023,Phishing,Énergie,Cybercriminels,45.72,1275,20.7,Mots de passe faibles,Authentification multifacteur
Royaume-Uni,2023,Man-in-the-Middle,Technologie,Hacktivistes,23.24,607,75.6,Vulnérabilité zero-day,Pare-feu
Pays-Bas,2023,DDoS,Transport,Cybercriminels,42.18,1362,145.3,Absence de chiffrement,Analyse forensique
Chine,2023,Man-in-the-Middle,Transport,Cybercriminels,39.47,9341,92.4,API non sécurisée,SIEM
Royaume-Uni,2023,Malware,Énergie,Cybercriminels,46.79,579721,108.3,Vulnérabilité zero-day,Formation et sensibilisation
Royaume-Uni,2023,Malware,Gouvernement,Groupe de hackers,149.42,67265,115.5,Vulnérabilité zero-day,Formation et sensibilisation
Italie,2023,Phishing,Santé,Cybercriminels,55.89,1747,122.6,Ingénierie sociale,Chiffrement
Pays-Bas,2023,Spear Phishing,Télécommunications,Groupe de hackers,160.78,61,75.6,API non sécurisée,SIEM
Malaisie,2023,Ransomware,Gouvernement,Hacktivistes,385.37,5124,220.5,Mots de passe faibles,Sauvegarde et restauration
États-Unis,2023,Man-in-the-Middle,Technologie,Nation-État,44.42,23038,134.6,Mauvaise configuration,Authentification multifacteur
Brésil,2023,Ransomware,Finance,Inconnu,304.76,1607,545.1,Absence de chiffrement,EDR
France,2023,Spear Phishing,Défense,Nation-État,124.18,14,160.0,Mauvaise configuration,Analyse forensique
États-Unis,2023,Malware,Défense,Hacktivistes,156.66,1441,119.1,Mots de passe faibles,EDR
Russie,2023,Phishing,Gouvernement,Cybercriminels,61.44,4616615,52.6,Absence de chiffrement,Chiffrement
Allemagne,2023,Zero-Day,Santé,Groupe de hackers,492.48,1277,138.4,API non sécurisée,Pare-feu
Australie,2023,Spear Phishing,Transport,Groupe de hackers,143.43,3319,77.9,Vulnérabilité zero-day,EDR
Colombie,2023,Phishing,Santé,Hacktivistes,21.01,85830,62.4,Absence de chiffrement,EDR
Israël,2023,DDoS,Technologie,Cybercriminels,62.50,1898954,73.3,Mauvaise configuration,Sauvegarde et restauration
Arabie Saoudite,2023,Ransomware,Commerce,Nation-État,383.43,126,286.7,Logiciels non patchés,Formation et sensibilisation
Allemagne,2023,Man-in-the-Middle,Éducation,Insider,8.86,30,98.7,API non sécurisée,Authentification multifacteur
Chine,2023,Phishing,Énergie,Insider,97.64,218529,34.1,Mots de passe faibles,SIEM
Russie,2023,Malware,Technologie,Groupe de hackers,136.66,6669870,57.9,API non sécurisée,Formation et sensibilisation
Corée du Sud,2024,DDoS,Finance,Cybercriminels,69.60,23750,135.5,Logiciels non patchés,Formation et sensibilisation
États-Unis,2024,Phishing,Technologie,Inconnu,60.10,3462904,50.5,Absence de chiffrement,IDS/IPS
Royaume-Uni,2024,Malware,Gouvernement,Cybercriminels,62.44,341753,6.4,Accès non autorisé,EDR
Chine,2024,Injection SQL,Finance,Insider,61.57,42655,71.7,Mauvaise configuration,Formation et sensibilisation
Corée du Sud,2024,Ransomware,Télécommunications,Cybercriminels,368.92,12061,258.0,Mauvaise configuration,Chiffrement
Japon,2024,Malware,Finance,Cybercriminels,180.98,3009,92.4,Absence de chiffrement,Sauvegarde et restauration
Turquie,2024,Man-in-the-Middle,Santé,Cybercriminels,41.25,76867,69.6,Ingénierie sociale,Sauvegarde et restauration
Afrique du Sud,2024,Phishing,Santé,Inconnu,78.04,4522600,83.5,API non sécurisée,Sauvegarde et restauration
Allemagne,2024,Ransomware,Commerce,Cybercriminels,84.43,868,368.7,Vulnérabilité zero-day,Pare-feu
Inde,2024,Malware,Santé,Cybercriminels,59.29,5136124,64.7,Mots de passe faibles,SIEM
Chine,2024,Spear Phishing,Santé,Hacktivistes,81.81,22091,72.1,Vulnérabilité zero-day,EDR
Pays-Bas,2024,Man-in-the-Middle,Défense,Nation-État,24.78,344,56.1,API non sécurisée,Analyse forensique
Italie,2024,Phishing,Technologie,Nation-État,55.54,1006,151.0,Accès non autorisé,Sauvegarde et restauration
France,2024,DDoS,Éducation,Nation-État,61.19,8809181,89.3,Accès non autorisé,Chiffrement
États-Unis,2024,Malware,Technologie,Nation-État,82.90,10516,140.9,Mots de passe faibles,Formation et sensibilisation
Royaume-Uni,2024,Spear Phishing,Énergie,Groupe de hackers,47.53,1015,120.7,Ingénierie sociale,Sauvegarde et restauration
Chine,2024,Phishing,Énergie,Nation-État,88.69,2230,16.2,Logiciels non patchés,Pare-feu
Allemagne,2024,Phishing,Télécommunications,Nation-État,3.65,1519464,126.9,Mots de passe faibles,Segmentation réseau
Allemagne,2024,Malware,Énergie,Nation-État,2.63,48638,62.2,Accès non autorisé,Segmentation réseau
Colombie,2024,Zero-Day,Télécommunications,Nation-État,938.27,11502,220.1,Absence de chiffrement,IDS/IPS
Brésil,2024,DDoS,Éducation,Insider,28.50,1710,82.3,Absence de chiffrement,Formation et sensibilisation
Brésil,2024,Phishing,Santé,Cybercriminels,63.28,14442,145.3,Ingénierie sociale,Pare-feu
France,2024,Ransomware,Défense,Inconnu,181.41,274402,285.2,Vulnérabilité zero-day,Segmentation réseau
Royaume-Uni,2024,Zero-Day,Santé,Inconnu,513.68,1881,108.6,Mauvaise configuration,SIEM
Chine,2024,Spear Phishing,Énergie,Groupe de hackers,217.00,16,77.1,Accès non autorisé,Analyse forensique
États-Unis,2024,Spear Phishing,Gouvernement,Cybercriminels,16.80,23932,109.4,Accès non autorisé,IDS/IPS
États-Unis,2024,Phishing,Technologie,Cybercriminels,20.45,46526,54.8,Vulnérabilité zero-day,Segmentation réseau
Colombie,2024,Spear Phishing,Gouvernement,Groupe de hackers,224.30,719,120.4,Mots de passe faibles,EDR
Russie,2024,Man-in-the-Middle,Finance,Cybercriminels,47.83,5964,119.6,Logiciels non patchés,Chiffrement
Chine,2024,Zero-Day,Éducation,Nation-État,78.51,306472,393.4,Mauvaise configuration,Formation et sensibilisation
Turquie,2024,Ransomware,Santé,Inconnu,256.80,168,246.2,Accès non autorisé,Chiffrement
Russie,2024,DDoS,Commerce,Cybercriminels,67.56,1006,27.4,API non sécurisée,Authentification multifacteur
Russie,2024,Ransomware,Finance,Cybercriminels,395.95,427,359.6,Absence de chiffrement,Analyse forensique
Iran,2024,Zero-Day,Éducation,Nation-État,1139.74,4345507,180.1,Absence de chiffrement,Pare-feu
Royaume-Uni,2024,Zero-Day,Finance,Cybercriminels,316.87,726,110.7,Accès non autorisé,SIEM
Colombie,2024,Injection SQL,Gouvernement,Hacktivistes,3.07,1869,92.7,Absence de chiffrement,Segmentation réseau
Pologne,2024,DDoS,Technologie,Cybercriminels,39.10,9980,37.5,Logiciels non patchés,IDS/IPS
Italie,2024,Malware,Santé,Hacktivistes,48.95,3344,143.9,API non sécurisée,Formation et sensibilisation
Arabie Saoudite,2024,Ransomware,Éducation,Groupe de hackers,149.70,1865,291.0,Mauvaise configuration,SIEM
Royaume-Uni,2024,Injection SQL,Commerce,Nation-État,18.41,2748935,120.5,Ingénierie sociale,Segmentation réseau
Russie,2024,Ransomware,Gouvernement,Nation-État,447.00,4053,227.5,API non sécurisée,Analyse forensique
Inde,2024,Zero-Day,Technologie,Hacktivistes,1031.51,10493152,397.4,Ingénierie sociale,Formation et sensibilisation
Allemagne,2024,Ransomware,Transport,Nation-État,381.81,12806,438.3,API non sécurisée,Analyse forensique
Corée du Sud,2024,Spear Phishing,Technologie,Groupe de hackers,88.31,9421,72.4,Absence de chiffrement,IDS/IPS
Allemagne,2024,Zero-Day,Gouvernement,Cybercriminels,851.37,25297,479.6,Accès non autorisé,Analyse forensique
Russie,2024,Ransomware,Commerce,Groupe de hackers,426.89,27892,308.6,Logiciels non patchés,Pare-feu
Brésil,2024,Ransomware,Commerce,Insider,365.16,60414,55.3,Absence de chiffrement,Formation et sensibilisation
Russie,2024,DDoS,Commerce,Cybercriminels,55.71,301096,141.9,Absence de chiffrement,IDS/IPS
Allemagne,2024,Ransomware,Éducation,Groupe de hackers,243.91,99560,151.8,Absence de chiffrement,Chiffrement
France,2024,Ransomware,Santé,Nation-État,214.32,124,150.7,Absence de chiffrement,IDS/IPS
Italie,2024,Spear Phishing,Finance,Nation-État,54.11,10,122.7,Absence de chiffrement,Authentification multifacteur
Australie,2024,Phishing,Santé,Groupe de hackers,106.70,245,126.6,Ingénierie sociale,Authentification multifacteur
Afrique du Sud,2024,Phishing,Télécommunications,Insider,55.56,8073,51.8,Accès non autorisé,SIEM
Chine,2024,Ransomware,Technologie,Inconnu,466.38,291509,569.0,Absence de chiffrement,SIEM
Japon,2024,Ransomware,Technologie,Groupe de hackers,418.82,64302,431.3,Mauvaise configuration,Pare-feu
Italie,2024,Ransomware,Gouvernement,Groupe de hackers,25.69,55274,624.5,Mots de passe faibles,IDS/IPS
États-Unis,2024,Ransomware,Télécommunications,Insider,254.26,5616,471.2,Mauvaise configuration,Chiffrement
États-Unis,2024,Phishing,Défense,Cybercriminels,106.18,411,105.5,Ingénierie sociale,Chiffrement
Japon,2024,Zero-Day,Défense,Nation-État,917.52,602,417.0,Mots de passe faibles,Pare-feu
Chine,2024,Phishing,Commerce,Nation-État,10.73,880,60.4,Mots de passe faibles,IDS/IPS
États-Unis,2024,Malware,Transport,Nation-État,59.70,88597,166.3,Absence de chiffrement,EDR
Russie,2024,Zero-Day,Technologie,Groupe de hackers,637.72,61207,285.3,Ingénierie sociale,Sauvegarde et restauration
Italie,2024,Phishing,Gouvernement,Cybercriminels,84.72,386453,53.5,Vulnérabilité zero-day,Formation et sensibilisation
France,2024,Ransomware,Énergie,Nation-État,21.32,339,599.8,Absence de chiffrement,Formation et sensibilisation
Mexique,2024,Phishing,Technologie,Cybercriminels,37.21,14893,137.3,Vulnérabilité zero-day,IDS/IPS
Iran,2024,Phishing,Télécommunications,Cybercriminels,51.43,69138,49.0,Mauvaise configuration,Formation et sensibilisation
Royaume-Uni,2024,Ransomware,Technologie,Insider,246.60,4982,642.8,Mauvaise configuration,EDR
Allemagne,2024,Phishing,Technologie,Inconnu,33.60,3387,153.1,Accès non autorisé,Sauvegarde et restauration
Chine,2024,Phishing,Finance,Insider,3.42,3566301,151.3,Logiciels non patchés,Chiffrement
Chine,2024,Phishing,Technologie,Insider,77.54,558330,54.0,Mots de passe faibles,EDR
Brésil,2024,Zero-Day,Transport,Cybercriminels,744.48,81952,94.0,Mauvaise configuration,SIEM
Chine,2024,Spear Phishing,Transport,Insider,119.82,8046,152.5,Vulnérabilité zero-day,Pare-feu
Arabie Saoudite,2024,Spear Phishing,Santé,Inconnu,184.73,41992,108.2,Accès non autorisé,IDS/IPS
États-Unis,2024,Malware,Gouvernement,Cybercriminels,132.42,126389,62.0,Mots de passe faibles,IDS/IPS
Royaume-Uni,2024,Ransomware,Transport,Hacktivistes,74.43,73097,602.4,Vulnérabilité zero-day,Sauvegarde et restauration
France,2024,Zero-Day,Défense,Nation-État,1033.69,245110,96.3,Ingénierie sociale,Chiffrement
Canada,2024,Malware,Éducation,Hacktivistes,129.37,4864,154.6,Logiciels non patchés,Authentification multifacteur
Ukraine,2024,Ransomware,Technologie,Cybercriminels,436.98,2791,356.3,API non sécurisée,Pare-feu
Allemagne,2024,Malware,Santé,Groupe de hackers,96.34,7190636,89.0,Ingénierie sociale,Sauvegarde et restauration
Inde,2024,DDoS,Commerce,Groupe de hackers,63.78,2392315,152.6,Logiciels non patchés,Segmentation réseau
États-Unis,2024,Phishing,Éducation,Inconnu,99.34,3503,137.6,Mots de passe faibles,IDS/IPS
Nigeria,2024,Malware,Technologie,Hacktivistes,14.48,746557,17.1,API non sécurisée,Chiffrement
Chine,2024,Spear Phishing,Finance,Cybercriminels,186.40,1359,110.7,Vulnérabilité zero-day,Formation et sensibilisation
Japon,2024,Phishing,Finance,Cybercriminels,16.11,10140,104.1,Mots de passe faibles,SIEM
Indonésie,2024,Spear Phishing,Santé,Nation-État,168.63,66,4.0,Mots de passe faibles,Sauvegarde et restauration
Mexique,2024,Ransomware,Santé,Groupe de hackers,167.13,959432,579.0,Mots de passe faibles,Chiffrement
Espagne,2024,Phishing,Gouvernement,Cybercriminels,57.49,12240,7.0,API non sécurisée,EDR
Nigeria,2024,Phishing,Défense,Nation-État,76.22,19073,119.2,Absence de chiffrement,Analyse forensique
Canada,2024,Ransomware,Finance,Nation-État,211.76,6671,415.9,API non sécurisée,EDR
France,2024,Malware,Technologie,Nation-État,116.96,871183,157.4,API non sécurisée,EDR
Allemagne,2024,Man-in-the-Middle,Commerce,Inconnu,51.67,14196,69.7,Mauvaise configuration,Pare-feu
Singapour,2024,Ransomware,Transport,Nation-État,148.32,1233,502.7,API non sécurisée,IDS/IPS
États-Unis,2024,Ransomware,Finance,Cybercriminels,55.01,299,602.7,API non sécurisée,Authentification multifacteur
Chine,2024,Phishing,Technologie,Cybercriminels,13.00,49738,83.4,Accès non autorisé,EDR
Allemagne,2024,Ransomware,Éducation,Hacktivistes,196.80,109021,353.1,Absence de chiffrement,SIEM
